x,y
0.09,0.03
0.04,-0.05
0.15,0.12
0.14,0.12
0.04,-0.07
0.14,0.04
0.04,-0.05
0.13,0.04
0.04,-0.05
0.16,0.06
0.04,-0.05
0.14,0.04
0.14,0.11
0.14,0.04
0.14,0.04
0.14,0.12
0.17,0.14
0.14,0.04
0.15,0.12
0.17,0.06
0.04,-0.05
0.14,0.04
0.04,-0.05
0.14,0.03
0.15,0.04
