x,y
-0.05,-0.07
-0.13,0.57
0.23,0.63
0.26,0.61
0.26,0.58
0.06,0.34
0.08,0.32
0.06,0.32
0.08,0.31
0.06,0.32
0.08,0.32
0.08,0.32
0.05,0.35
0.08,0.32
0.06,0.32
0.07,0.32
0.06,0.36
0.06,0.37
0.04,0.33
0.03,0.38
0.01,0.42
0.01,0.41
0.04,0.44
0.03,0.44
0.03,0.44
