x,y
-0.1,-0.05
0.3,0.94
0.58,1.42
0.59,1.41
0.62,1.45
0.59,1.43
1.33,1.43
1.11,0.98
0.37,0.82
0.32,0.64
-7.68,-54.73
0.36,0.76
0.39,0.74
0.34,0.67
0.2,0.65
0.34,0.67
0.34,0.67
0.34,0.67
0.2,0.65
0.33,0.66
0.34,0.72
0.39,0.76
0.43,0.82
0.35,0.7
0.4,0.74
