x,y
0.03,0.44
-0.05,-0.28
-0.06,-0.3
-0.05,-0.3
-0.05,-0.3
-0.04,-0.31
-0.04,-0.31
-0.03,-0.6
-0.04,-0.31
-0.06,-0.31
14.17,31.27
-0.06,-0.31
-0.07,-0.31
-0.06,-0.31
-0.06,-0.3
-0.06,-0.31
-0.07,-0.31
-0.07,-0.3
-0.07,-0.3
-0.06,-0.31
-0.05,-0.31
-0.05,-0.31
-0.06,-0.31
-0.05,-0.31
-0.05,-0.31
