x,y
0.59,-0.01
-0.42,-0.45
-0.46,-0.45
-0.43,-0.44
-0.45,-0.47
-0.47,-0.46
-0.48,-0.44
-0.47,-0.33
-0.5,-0.42
-0.47,-0.46
-0.35,-0.31
-0.36,-0.38
-0.52,-0.48
-0.53,-0.47
-0.52,-0.48
-0.54,-0.47
-0.52,-0.49
-0.51,-0.45
-0.51,-0.5
-0.52,-0.45
-0.51,-0.5
-0.54,-0.48
-0.52,-0.45
-0.55,-0.51
-0.53,-0.45
