x,y
0.05,-0.3
0.04,0.99
0.01,1.0
0.04,0.96
0.07,0.24
-0.04,1.52
0.04,1.51
0.04,0.27
0.01,0.26
0.01,0.26
0.01,0.26
0.01,0.26
0.01,0.23
-0.01,0.26
0.01,0.23
0.04,0.2
0.04,0.2
0.04,0.26
0.01,0.26
0.01,0.22
0.01,0.29
0.01,0.23
0.01,0.22
0.01,0.22
0.01,0.22
