x,y
-0.07,-0.31
0.32,0.01
0.33,0.08
0.33,0.05
0.39,0.01
0.31,0.04
0.25,0.03
0.33,0.01
0.32,0.0
0.3,0.0
0.37,0.05
0.32,0.0
0.3,0.0
0.31,0.01
0.45,0.02
0.36,0.02
0.3,0.0
0.32,0.0
0.31,0.01
0.34,-0.0
0.31,0.0
0.44,0.03
0.42,0.03
0.31,0.03
0.31,0.01
