x,y
-0.03,-0.42
0.42,-0.53
-13.02,-17.65
0.45,-0.52
0.42,-0.55
0.43,-0.54
0.44,-0.53
0.43,-0.54
0.43,-0.54
0.43,-0.54
0.43,-0.54
0.46,-0.53
0.44,-0.55
0.46,-0.53
0.44,-0.55
0.45,-0.54
0.45,-0.55
0.47,-0.53
0.45,-0.55
0.4,-0.58
0.43,-0.57
0.41,-0.59
0.43,-0.57
0.42,-0.58
0.41,-0.59
