x,y
-0.44,-0.39
0.49,-0.0
0.58,0.12
0.6,0.1
0.62,0.11
0.6,0.13
0.61,0.1
0.7,0.07
0.66,0.03
0.63,0.12
0.68,0.09
0.68,0.09
0.68,0.09
0.68,0.09
0.69,0.08
0.7,0.1
0.69,0.08
0.71,0.1
0.7,0.1
0.71,0.1
0.73,0.08
0.71,0.06
0.71,0.02
0.61,0.08
0.66,0.13
