x,y
0.6,-0.21
0.55,-0.77
0.22,-1.03
28.8,23.91
28.78,23.9
40.97,-18.83
-39.56,10.19
-14.08,-15.29
0.36,-0.85
0.3,-0.91
0.29,-0.9
0.3,-0.92
0.26,-0.96
0.28,-0.95
0.27,-0.95
0.29,-0.91
0.3,-0.94
0.23,-0.93
0.31,-0.93
0.32,-0.92
0.31,-0.93
0.3,-0.96
0.3,-0.98
0.3,-0.98
0.31,-0.97
