x,y
0.38,-0.62
0.58,-0.18
0.56,-0.2
0.56,-0.2
0.53,-0.2
0.55,-0.22
0.55,-0.22
0.53,-0.2
0.53,-0.2
0.57,-0.2
0.58,-0.19
0.59,-0.19
0.7,-0.08
0.59,-0.19
0.7,-0.09
0.68,-0.07
0.72,-0.07
0.73,-0.06
0.68,-0.11
0.69,-0.1
0.68,-0.11
0.59,-0.2
0.6,-0.2
0.65,-0.15
0.63,-0.13
