x,y
0.28,-0.98
0.6,-0.73
1.11,-0.14
0.95,-0.26
1.16,-0.17
1.1,-0.16
1.08,-0.14
1.12,-0.14
1.08,-0.15
1.1,-0.17
1.13,-0.22
1.09,-0.14
1.14,-0.16
1.11,-0.2
1.08,-0.16
1.08,-0.16
1.1,-0.14
1.14,-0.18
1.09,-0.15
1.1,-0.14
1.1,-0.15
1.13,-0.19
1.1,-0.16
1.1,-0.16
1.11,-0.15
