0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5
0.019551,0.073402,0.149205,0.237013,0.318304,0.48706,0.8297169999999999,0.884597,1.080107,1.249206,1.3469609999999999,1.395324,1.8261319999999999,2.129001,1.878954,2.159528,2.122141,1.741754,2.165359,4.950519,418.91962,2.730623,3.022516,3.093517,3.85189,3.123015,5.445468,5.740448,3.854291,5.382356,5.19302
0.034985999999999996,0.117992,0.170128,0.269941,171.795323,0.505582,0.941535,0.88494,1.089025,1.153166,1.3208929999999999,1.296197,1.829905,2.047367,1.867635,2.2912399999999997,2.246993,1.986656,2.074464,72.919399,116.638865,2.61366,2.7196469999999997,3.107923,3.85189,5.339481,5.497261,5.752453,4.093705,5.172783,4.663428
0.040817,0.118335,0.19242299999999998,0.266168,0.446586,0.501123,0.93639,1.022483,1.206331,1.2780179999999999,1.2783609999999999,1.542814,1.8515139999999999,2.0682899999999997,1.901592,2.295013,1.9122249999999998,1.9842549999999999,2.182509,122.31036999999999,90.550628,2.74057,4.414753,3.004337,3.85189,5.341196,5.474623,5.785724,4.1873439999999995,5.307239,4.663428
0.021609,0.093982,151.596396,0.22638,0.333053,0.485688,0.940506,0.9902409999999999,1.096228,1.257781,1.355879,1.536983,1.837108,2.148209,1.8943889999999999,1.9674479999999999,114.663185,1.9938589999999998,2.176335,122.31036999999999,3.126102,2.714159,3.041724,3.348023,4.225074,6.526261,5.46742,5.768231,4.4267579999999995,5.307239,4.6665149999999995
0.032928,0.108731,151.596396,0.255878,0.33339599999999997,0.503181,0.9281579999999999,1.026942,1.19364,1.29311,1.3682269999999999,1.537669,1.846026,2.1629579999999997,1.904679,2.084411,12.177529,1.9801389999999999,2.1715329999999997,2.330685,2.919273,2.7357679999999998,2.820489,2.859591,4.225074,5.344283,5.464676,5.773033,4.195576,5.191991,4.6665149999999995
0.032928,0.11662,0.181104,0.255535,0.327565,0.51107,0.9432499999999999,0.882539,1.177862,1.280419,1.357251,1.5266929999999999,1.8521999999999998,2.036391,1.923544,1.983226,105.541443,1.9931729999999999,2.295356,4.967669,2.674028,2.7453719999999997,3.262959,3.346994,5.478053,5.310669,5.487314,5.776806,4.421613,5.191991,4.6665149999999995
0.036015,0.100156,0.186249,0.259994,0.352604,0.854413,0.930902,1.039633,1.195698,1.12504,1.3551929999999999,1.544186,1.874495,2.058343,1.879297,2.091614,2.644873,1.995917,2.173934,4.9913359999999996,2.688434,2.742971,4.382168,3.127131,5.478053,5.331592,5.484913,5.782637,4.090275,5.530875,4.6665149999999995
0.030527,0.11764899999999999,0.179732,0.248332,0.34299999999999997,0.854413,0.930902,1.0252269999999999,1.201872,1.292081,1.3682269999999999,1.535611,1.819958,2.054227,1.894046,2.1876539999999998,1.808296,1.9883709999999999,2.1790789999999998,4.972471,2.43187,2.748802,162.659175,5.288031,5.478053,5.353886999999999,5.485942,5.776463,4.425729,5.530875,4.6665149999999995
0.025039,0.110789,0.16566899999999998,0.291893,0.31212999999999996,0.8722489999999999,0.928501,0.884254,1.130528,1.294139,1.36857,1.546587,1.858717,2.0676039999999998,1.871065,2.186968,1.922172,1.998318,2.178736,135.515527,2.3509219999999997,2.751203,3.0358929999999997,5.288031,5.478053,3.991834,5.5065219999999995,5.781950999999999,4.433961,4.631186,4.6665149999999995
0.041846,0.110446,171.690708,0.25965099999999997,0.347802,151.687634,0.953197,0.912037,1.203587,1.292767,1.350391,1.544186,1.8518569999999999,2.07515,1.908452,1.979453,1.931776,1.969163,2.305303,135.515527,2.416435,2.523451,3.282853,3.139822,2.73714,3.975713,5.493145,5.785381,4.4439079999999995,5.538421,4.6665149999999995
