x
-0.24
-0.02
-0.01
-0.01
-0.02
-0.02
-0.01
-0.02
-0.02
-0.02
-0.02
-0.02
0.01
-0.02
-0.02
-0.02
-0.02
-0.02
-0.02
-0.02
-0.02
-0.02
-0.02
-0.02
-0.03
-0.02
-0.02
-0.02
-0.02
-0.03
-0.03
-0.03
-0.03
-0.02
-0.01
-0.02
-0.02
-0.02
-0.02
-0.02
-0.01
-0.1
-0.1
-0.06
-0.06
-0.03
-0.29
-0.29
-0.25
-0.28
