x
-0.28
-0.42
-0.43
-0.42
-0.43
-0.42
-0.42
-0.42
-0.42
-0.42
-0.42
-0.42
-0.43
-0.43
-0.42
-0.43
-0.43
-0.43
-0.42
-0.42
-0.43
-0.63
-0.62
-0.63
-0.62
-0.62
-0.62
-0.63
-0.62
-0.63
-0.66
-0.62
-0.62
-0.63
-0.62
-0.63
-0.62
-0.63
-0.62
-0.62
-0.62
-0.62
-0.62
-0.62
-0.62
-0.62
-0.62
-0.63
-0.62
-0.63
