x
0.03
-0.58
-0.59
-0.59
-0.56
-0.56
20.0
20.0
-0.57
-0.58
-0.56
-0.56
-0.58
-0.56
-0.54
-0.54
-0.56
-0.56
-0.57
-0.58
-0.55
-0.56
-0.59
-0.59
-0.59
-0.6
-0.55
-0.59
-0.59
-0.59
43.8
-0.57
-0.57
-0.59
-0.57
-0.55
-0.56
-0.56
-0.57
-0.55
-0.55
43.82
-0.55
-0.56
-0.54
-0.55
-0.55
-0.55
-0.54
-0.57
