x
0.52
-0.38
-0.37
-0.36
-0.36
-0.2
-0.14
-0.14
-0.09
-0.18
-0.18
-0.19
-0.2
-0.18
-0.19
-0.19
-0.18
-0.22
-0.2
-0.2
-0.21
44.15
-0.23
-0.23
-0.21
-0.2
-0.2
-0.21
-0.23
-0.19
-0.21
-0.24
-0.22
-0.2
-0.21
-0.21
-0.2
-0.18
-0.18
-0.21
-0.21
-0.18
-0.19
-0.18
-0.21
-0.19
-0.18
-0.13
-0.18
-0.18
