0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
-3120.801621,-3120.69289,-3120.56598,-3120.32245,-3120.167071,-3119.844651,-3119.70505,-3119.4663219999998,-3119.2131879999997,-3118.9830349999997,-3118.490487
-3120.813626,-3120.69632,-3120.5556899999997,-3120.3323969999997,-3120.1945109999997,-3119.838134,-3119.70162,-3119.449858,-3119.218676,-3118.967257,-3118.389988
-3120.7820699999997,-3120.7035229999997,-3120.561521,-3120.405456,-3120.183192,-3119.8374479999998,-3119.678982,-3119.462892,-3119.198782,-3118.968286,-3118.589271
-3120.803679,-3120.7066099999997,-3120.539226,-3120.418147,-3120.176332,-3119.847395,-3119.690644,-3119.465979,-3119.201869,-3118.958682,-3118.616711
-3120.7920169999998,-3120.690489,-3120.5457429999997,-3120.30187,-3120.179076,-3119.820984,-3119.6885859999998,-3119.4611769999997,-3119.186091,-3118.975832,-3118.362548
-3120.810196,-3120.69632,-3120.553975,-3120.39448,-3120.17496,-3119.8364189999998,-3119.6854989999997,-3119.4453989999997,-3119.2111299999997,-3118.965542,-3118.574865
-3120.8534139999997,-3120.672996,-3120.534767,-3120.395509,-3120.1777039999997,-3119.93486,-3119.693045,-3119.465979,-3119.329808,-3118.96074,-3118.345741
-3120.800592,-3120.666136,-3120.533738,-3120.402712,-3120.170501,-3119.831617,-3119.687214,-3119.4532879999997,-3119.179231,-3118.957996,-3118.587213
-3120.797162,-3120.663049,-3120.5279069999997,-3120.397224,-3120.1965689999997,-3119.8154959999997,-3119.9266279999997,-3119.460148,-3119.199125,-3118.9651989999998,-3118.356031
-3120.7920169999998,-3120.685344,-3120.549516,-3120.397224,-3120.1866219999997,-3119.803148,-3119.682412,-3119.441283,-3119.194666,-3118.946677,-3118.5920149999997
