0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
-2577.535926,-2577.365798,-2577.2505499999997,-2577.018682,-2576.874622,-2576.516873,-2576.280889,-2576.1392299999998,-2575.755756,-2575.536579,-2575.053292
-2577.450862,-2577.374373,-2577.2395739999997,-2577.030687,-2576.859187,-2576.499723,-2576.260309,-2576.1162489999997,-2575.769476,-2575.547898,-2573.0381669999997
-2577.536612,-2577.360996,-2577.251922,-2577.0183389999997,-2576.86639,-2576.485317,-2576.268884,-2576.117621,-2575.762273,-2575.536922,-2573.034394
-2577.4539489999997,-2577.356537,-2577.215221,-2405.5073629999997,-2576.865018,-2576.5062399999997,-2576.260995,-2576.123109,-2575.747867,-2575.546183,-2573.027191
-2577.541414,-2577.364083,-2577.2148779999998,-2577.003933,-2576.850955,-2576.483945,-2576.25242,-2576.122423,-2575.756442,-2575.5358929999998,-2573.024104
-2577.534211,-2577.356194,-2577.243347,-2577.005305,-2576.8715349999998,-2576.491834,-2576.250019,-2576.127568,-2575.7581569999998,-2575.498506,-2575.044374
-2577.441258,-2577.368885,-2577.222081,-2576.9895269999997,-2576.850955,-2576.480858,-2576.250019,-2576.117621,-2575.747867,-2575.5039939999997,-2573.024104
-2577.5095149999997,-2577.357223,-2577.22654,-2576.986783,-2576.8485539999997,-2576.456162,-2576.2503619999998,-2576.116592,-2575.738949,-2575.510168,-2573.0193019999997
-2577.448118,-2577.3585949999997,-2577.2217379999997,-2576.974435,-2576.852327,-2576.484974,-2576.250705,-2576.108703,-2575.751297,-2575.520458,-2573.019988
-2577.432683,-2577.366141,-2577.225168,-2577.0005029999998,-2576.86982,-2576.476742,-2576.227724,-2576.114534,-2575.757471,-2575.515313,-2573.0004369999997
